,concept_1,concept_2,colexification_count,age_acquisition_diff
2716,LAND,WORM,1,33.0
2717,LAND,YEAR,1,17.0
2718,LAND (DESCEND),OIL (ORGANIC SUBSTANCE),1,17.0
2719,LAND (DESCEND),PLACE (POSITION),1,17.0
2720,LAND (DESCEND),SALT,1,53.0
2721,LAND (DESCEND),SEASON,1,42.0
2722,LAND (DESCEND),THREAD,1,19.0
2723,LAND (DESCEND),YEAR,1,17.0
2724,LARCH,TOUCH,1,137.0
2725,LATCH,LOCK,19,58.0
2726,LATCH,MAST,2,6.0
2727,LATCH,NAIL (TOOL),1,114.0
2728,LATCH,OWL,1,117.0
2729,LATCH,POST,1,80.0
2730,LATCH,WAIST,1,61.0
2731,LATCH,WOOD,1,117.0
2732,LAW,MAGIC,3,102.0
2733,LAW,MEASURE,1,39.0
2734,LAW,PASTURE,1,3.0
2735,LAW,POISON,1,19.0
2736,LAW,PUNISHMENT,2,41.0
2737,LAW,ROAD,1,177.0
2738,LAW,VOICE,3,108.0
2739,LEAD (CHEMICAL ELEMENT),LEAD (GUIDE),2,0.0
2740,LEAD (CHEMICAL ELEMENT),SAP,1,64.0
2741,LEAD (CHEMICAL ELEMENT),SILVER,1,83.0
2742,LEAD (CHEMICAL ELEMENT),SINK (DESCEND),1,181.0
2743,LEAD (CHEMICAL ELEMENT),THREAD,1,133.0
2744,LEAD (GUIDE),LIFT,3,89.0
2745,LEAD (GUIDE),LIVER,3,47.0
2746,LEAD (GUIDE),LOVE,2,97.0
2747,LEAD (GUIDE),OCEAN,1,83.0
2748,LEAD (GUIDE),PAINTING,1,142.0
2749,LEAD (GUIDE),REPAIR,1,25.0
2750,LEAD (GUIDE),SEASON,1,72.0
2751,LEAD (GUIDE),SKIRT,1,142.0
2752,LEAD (GUIDE),SWEEP,2,119.0
2753,LEAD (GUIDE),TEAR (SHRED),2,136.0
2754,LEAD (GUIDE),TIDE,1,69.0
2755,LEAD (GUIDE),TURN (SOMETHING),1,167.0
2756,LEAD (GUIDE),WALK,2,194.0
2757,LEAD (GUIDE),WOOD,1,131.0
2758,LEAD (GUIDE),WOOL,1,153.0
2759,LENGTH,RAIN (RAINING),1,111.0
2760,LETTER,MONEY,1,9.0
2761,LETTER,MUD,1,17.0
2762,LETTER,NEWSPAPER,1,36.0
2763,LETTER,ORNAMENT,2,47.0
2764,LETTER,PAPER,11,27.0
2765,LETTER,TRY,1,27.0
2766,LIE (MISLEAD),LIE (REST),3,0.0
2767,LIE (MISLEAD),PLAY,1,58.0
2768,LIE (MISLEAD),ROPE,1,31.0
2769,LIE (MISLEAD),TURN,1,17.0
2770,LIE (MISLEAD),VICTORY,1,161.0
2771,LIE (MISLEAD),WRONG,2,6.0
2772,LIE (REST),POUND,1,58.0
2773,LIE (REST),SHIVER,1,58.0
2774,LIE (REST),SWALLOW,1,58.0
2775,LIE (REST),SWEEP,1,31.0
2776,LIE (REST),THROW,2,14.0
2777,LIE (REST),TRY,1,21.0
2778,LIE (REST),TURN,3,17.0
2779,LIE (REST),TURN (SOMETHING),1,17.0
2780,LIE (REST),WALK,1,44.0
2781,LIFT,NEEDLE (FOR SEWING),1,47.0
2782,LIFT,PIG,1,78.0
2783,LIFT,PIN,1,50.0
2784,LIFT,SHIRT,1,42.0
2785,LIFT,SHIVER,1,3.0
2786,LIFT,SPLIT,1,70.0
2787,LIFT,TEAR (SHRED),1,47.0
2788,LIFT,THROW,1,47.0
2789,LIFT,TURN (SOMETHING),1,78.0
2790,LIFT,WASH,1,125.0
2791,LIFT,WATER,1,158.0
2792,LIGHTNING,LIVER,1,22.0
2793,LIGHTNING,SHOULDER,1,67.0
2794,LIGHTNING,SHRIEK,1,75.0
2795,LIGHTNING,THROW,1,67.0
2796,LIGHTNING,WORM,1,78.0
2797,LIME (FRUIT),LIME (MATERIAL),1,0.0
2798,LIME (FRUIT),MOTHER,8,234.0
2799,LIME (FRUIT),NIGHT,1,156.0
2800,LIME (FRUIT),NOSE,6,172.0
2801,LIME (FRUIT),SMOKE (EXHAUST),1,150.0
2802,LIME (FRUIT),THROW,2,114.0
2803,LIME (FRUIT),VILLAGE,2,61.0
2804,LIME (FRUIT),WATER,1,225.0
2805,LIME (MATERIAL),POUND,2,70.0
2806,LIME (MATERIAL),SNAKE,1,89.0
2807,LIME (MATERIAL),TURN,1,145.0
2808,LINE,NUMBER,1,36.0
2809,LINE,ROAD,2,69.0
2810,LINE,ROPE,13,6.0
2811,LINE,SALT,1,42.0
2812,LINE,SAND,1,58.0
2813,LINE,SURRENDER,1,111.0
2814,LINE,SWORD,1,67.0
2815,LINE,TAX,1,194.0
2816,LINE,THREAD,12,8.0
2817,LINE,VINE,2,150.0
2818,LION,PLAY,1,52.0
2819,LION,ROAD,1,38.0
2820,LION,WOUND,1,128.0
2821,LIVER,MOTHER,1,209.0
2822,LIVER,MOUNTAIN,1,70.0
2823,LIVER,MUSCLE,2,44.0
2824,LIVER,NUMBER,1,114.0
2825,LIVER,OIL (ORGANIC SUBSTANCE),1,50.0
2826,LIVER,PIG,2,120.0
2827,LIVER,PLAIN,1,8.0
2828,LIVER,POST,1,47.0
2829,LIVER,REPAIR,1,22.0
2830,LIVER,SALT,1,120.0
2831,LIVER,SCRATCH,1,84.0
2832,LIVER,SKIRT,1,95.0
2833,LIVER,SLAVE,2,33.0
2834,LIVER,SMILE,1,145.0
2835,LIVER,TAX,1,116.0
2836,LIVER,THUMB,1,170.0
2837,LIVER,TOWER,2,0.0
2838,LIVER,WOOD,1,84.0
2839,LOCK,MOUSE,1,86.0
2840,LOCK,NIGHT,1,106.0
2841,LOCK,OAK,1,17.0
2842,LOCK,OCEAN,1,11.0
2843,LOCK,RAIN (PRECIPITATION),2,117.0
2844,LOCK,STOVE,1,31.0
2845,LOCK,SWEEP,2,47.0
2846,LOOK,MALE (OF ANIMAL),1,158.0
2847,LOOK,PAPER,1,4.0
2848,LOOK,PIN,1,36.0
2849,LOOK,RAIN (PRECIPITATION),1,14.0
2850,LOOK,REFUSE,1,169.0
2851,LOOK,REPAIR,1,150.0
2852,LOOK,REST,1,3.0
2853,LOOK,SCRATCH,1,44.0
2854,LOOK,SHIVER,1,83.0
2855,LOOK,SPLIT,1,156.0
2856,LOOK,STRAIN,1,197.0
2857,LOOK,SURRENDER,1,161.0
2858,LOOK,SWEEP,1,56.0
2859,LOOK,SWELL,1,203.0
2860,LOOK,THROW,1,39.0
2861,LOOK,TRY,4,4.0
2862,LOOK,TURN,1,8.0
2863,LOOK,TURN (SOMETHING),1,8.0
2864,LOOK,VILLAGE,1,92.0
2865,LOOK,WALK,1,19.0
2866,LOOK,WASH,1,39.0
2867,LOOK,WATER,1,72.0
2868,LOVE,MEASURE,1,41.0
2869,LOVE,MOTHER,2,159.0
2870,LOVE,OIL (ORGANIC SUBSTANCE),1,0.0
2871,LOVE,PITY,8,50.0
2872,LOVE,SHAME,1,64.0
2873,LOVE,SHIELD,1,47.0
2874,LOVE,SILVER,1,14.0
2875,LOVE,SNAKE,1,14.0
2876,LOVE,SONG,1,61.0
2877,LOVE,UNCLE,1,111.0
2878,LOVE,VALLEY,1,36.0
2879,LOVE,WHEAT,1,83.0
2880,LOVE,WOOD,1,34.0
2881,LOVE,WORM,2,50.0
2882,LOVE,YEAR,1,34.0
2883,LUNCH,SECOND,1,14.0
2884,MAGIC,MEDICINE,2,30.0
2885,MAGIC,TOBACCO,1,85.0
2886,MALE,MALE (OF ANIMAL),1,0.0
2887,MALE,MALE (OF PERSON),1,0.0
2888,MALE,POUND,1,75.0
2889,MALE,REED,1,14.0
2890,MALE,TOBACCO,1,17.0
2891,MALE,WALK,4,177.0
2892,MALE (OF ANIMAL),MALE (OF PERSON),159,0.0
2893,MALE (OF ANIMAL),MEASURE,2,39.0
2894,MALE (OF ANIMAL),OCEAN,1,66.0
2895,MALE (OF ANIMAL),OX,1,54.0
2896,MALE (OF ANIMAL),RAKE,1,47.0
2897,MALE (OF ANIMAL),WALK,1,177.0
2898,MALE (OF ANIMAL),WRONG,1,139.0
2899,MALE (OF PERSON),MULE,1,44.0
2900,MALE (OF PERSON),OX,3,54.0
2901,MALE (OF PERSON),ROAD,1,177.0
2902,MALE (OF PERSON),SECOND,1,94.0
2903,MALE (OF PERSON),WALK,1,177.0
2904,MALE (OF PERSON),WRONG,1,139.0
2905,MARKET,PAPER,8,99.0
2906,MARKET,PLACE (POSITION),1,59.0
2907,MARKET,TOE,1,134.0
2908,MARKET,WASH,1,142.0
2909,MARRIAGE,OVEN,1,147.0
2910,MARRIAGE,WEDDING,1,69.0
2911,MAST,POST,12,86.0
2912,MAST,TOWER,1,39.0
2913,MEASURE,OMEN,1,214.0
2914,MEASURE,PAINTING,4,86.0
2915,MEASURE,PLAIN,1,17.0
2916,MEASURE,SEASON,1,16.0
2917,MEASURE,TOUCH,1,75.0
2918,MEASURE,TRY,13,115.0
2919,MEASURE,VOICE,1,69.0
2920,MEASURE,WASH,1,158.0
2921,MEASURE,WEATHER,1,52.0
2922,MEDICINE,MOUSE,1,69.0
2923,MEDICINE,NEEDLE (FOR SEWING),1,47.0
2924,MEDICINE,OIL (ORGANIC SUBSTANCE),1,8.0
2925,MEDICINE,PEPPER,1,42.0
2926,MEDICINE,PLACE (POSITION),1,42.0
2927,MEDICINE,POISON,14,53.0
2928,MEDICINE,POST,1,5.0
2929,MEDICINE,REPAIR,1,64.0
2930,MEDICINE,RESCUE,1,56.0
2931,MEDICINE,REST,1,89.0
2932,MEDICINE,SAP,1,153.0
2933,MEDICINE,SMOKE (EXHAUST),1,83.0
2934,MEDICINE,SMOKE (INHALE),2,83.0
2935,MEDICINE,SOLDIER,1,36.0
2936,MEDICINE,TOBACCO,6,55.0
2937,MEDICINE,VINE,1,114.0
2938,MEDICINE,WASH,4,125.0
2939,MEDICINE,WOOD,3,42.0
2940,MEDICINE,YEAR,2,42.0
2941,MINISTER,PRESIDENT,1,116.0
2942,MINISTER,QUEEN,1,95.0
2943,MIRROR,RAIN (PRECIPITATION),1,47.0
2944,MIRROR,RING,1,50.0
2945,MIRROR,SNAKE,1,31.0
2946,MIRROR,STATUE,1,148.0
2947,MIRROR,SUN,1,77.0
2948,MIRROR,WATER,1,105.0
2949,MIRROR,WINDOW,1,27.0
2950,MIRROR,WITNESS,1,214.0
2951,MONEY,OIL (ORGANIC SUBSTANCE),1,56.0
2952,MONEY,PAPER,2,18.0
2953,MONEY,ROOM,1,3.0
2954,MONEY,SALT,1,14.0
2955,MONEY,SCALE,6,150.0
2956,MONEY,SELF,1,81.0
2957,MONEY,SILVER,151,70.0
2958,MONEY,SUMMER,1,6.0
2959,MONEY,TAX,1,222.0
2960,MONEY,WAIST,1,78.0
2961,MONEY,WOOL,2,0.0
2962,MOTHER,PEOPLE,1,137.0
2963,MOTHER,PIG,1,89.0
2964,MOTHER,PRIEST,1,267.0
2965,MOTHER,QUEEN,2,103.0
2966,MOTHER,RAIN (PRECIPITATION),1,67.0
2967,MOTHER,ROPE,1,137.0
2968,MOTHER,SAND,1,73.0
2969,MOTHER,SUN,2,37.0
2970,MOTHER,THUMB,11,39.0
2971,MOTHER,WALK,3,62.0
2972,MOTHER,WASH,1,42.0
2973,MOTHER,WHEAT,1,242.0
2974,MOTHER,WOMAN,15,114.0
2975,MOTHER,WOOD,3,125.0
2976,MOUNTAIN,MUD,1,44.0
2977,MOUNTAIN,NOSE,10,77.0
2978,MOUNTAIN,PLACE (POSITION),1,14.0
2979,MOUNTAIN,POST,1,23.0
2980,MOUNTAIN,RAIN (PRECIPITATION),1,72.0
2981,MOUNTAIN,RAIN (RAINING),1,72.0
2982,MOUNTAIN,RIDGE,1,150.0
2983,MOUNTAIN,ROPE,1,2.0
2984,MOUNTAIN,SCALE,1,114.0
2985,MOUNTAIN,SWELL,1,145.0
2986,MOUNTAIN,VILLAGE,2,34.0
2987,MOUNTAIN,VINE,1,142.0
2988,MOUNTAIN,WASH,1,97.0
2989,MOUNTAIN,WHEAT,1,103.0
2990,MOUNTAIN,WIN,2,14.0
2991,MOUNTAIN,YEAR,1,14.0
2992,MOUSE,RYE,1,258.0
2993,MOVIE,STATUE,1,20.0
2994,MUD,ROAD,1,33.0
2995,MUD,RYE,1,261.0
2996,MUD,SAND,1,22.0
2997,MUD,SOIL,2,108.0
2998,MUD,WATER,1,86.0
2999,MULE,PIG,1,106.0
3000,MULE,ROAD,1,133.0
3001,MULE,SHIELD,5,11.0
3002,MULE,SHRIEK,1,67.0
3003,MULE,SINK (DESCEND),1,120.0
3004,MULE,WATER,1,186.0
3005,MURDER,SHOULDER,1,117.0
3006,MURDER,SNAKE,1,92.0
3007,MURDER,THROW,1,117.0
3008,MURDER,WOUND,1,9.0
3009,MUSCLE,WATER,1,244.0
3010,MUSIC,SONG,6,30.0
3011,MUSIC,VOICE,1,3.0
3012,NAIL (TOOL),NEEDLE (FOR SEWING),3,8.0
3013,NAIL (TOOL),PIN,6,11.0
3014,NAIL (TOOL),POT,1,55.0
3015,NAIL (TOOL),POUND,1,36.0
3016,NAIL (TOOL),SALT,1,39.0
3017,NAIL (TOOL),SAND,1,55.0
3018,NAIL (TOOL),SMOKE (EXHAUST),1,44.0
3019,NAIL (TOOL),SUMMER,1,19.0
3020,NAIL (TOOL),SWIM,1,16.0
3021,NAIL (TOOL),SWORD,1,70.0
3022,NAIL (TOOL),TOOL,1,28.0
3023,NAIL (TOOL),WAIST,1,53.0
3024,NAIL (TOOL),WINTER,1,36.0
3025,NEEDLE (FOR SEWING),OIL (ORGANIC SUBSTANCE),1,39.0
3026,NEEDLE (FOR SEWING),PIN,35,3.0
3027,NEEDLE (FOR SEWING),RAIN (PRECIPITATION),1,53.0
3028,NEEDLE (FOR SEWING),ROAD,1,58.0
3029,NEEDLE (FOR SEWING),SILVER,1,53.0
3030,NEEDLE (FOR SEWING),SLAVE,1,122.0
3031,NEEDLE (FOR SEWING),SMOKE (EXHAUST),1,36.0
3032,NEEDLE (FOR SEWING),SWEEP,1,17.0
3033,NEEDLE (FOR SEWING),SWORD,1,78.0
3034,NEEDLE (FOR SEWING),TEAR (SHRED),1,0.0
3035,NEEDLE (FOR SEWING),TIN (METAL),1,22.0
3036,NEEDLE (FOR SEWING),UNCLE,1,72.0
3037,NEEDLE (FOR SEWING),VINE,1,161.0
3038,NEEDLE (FOR SEWING),WASH,1,78.0
3039,NEIGHBOUR,PEOPLE,1,42.0
3040,NEIGHBOUR,STRANGER,1,1.0
3041,NEIGHBOUR,VILLAGE,1,6.0
3042,NEWSPAPER,PAPER,2,63.0
3043,NIGHT,NOSE,2,16.0
3044,NIGHT,OCEAN,1,95.0
3045,NIGHT,PEOPLE,1,59.0
3046,NIGHT,PEPPER,1,47.0
3047,NIGHT,PLACE (POSITION),2,47.0
3048,NIGHT,SMOKE (EXHAUST),2,6.0
3049,NIGHT,SUN,1,41.0
3050,NIGHT,SWELL,2,206.0
3051,NIGHT,YEAR,2,47.0
3052,NOSE,OMEN,1,352.0
3053,NOSE,PASTURE,3,180.0
3054,NOSE,PIG,1,27.0
3055,NOSE,RAIN (RAINING),2,5.0
3056,NOSE,SCALE,1,191.0
3057,NOSE,VOICE,1,69.0
3058,NOSE,WATER,1,53.0
3059,NOSE,WOOD,1,63.0
3060,NOSE,WORM,1,47.0
3061,NUMBER,SPEECH,1,130.0
3062,NUMBER,TOUCH,1,30.0
3063,NUMBER,WOMAN,1,19.0
3064,NURSE,PHYSICIAN,3,305.0
3065,OAK,ONION,1,25.0
3066,OAK,STRENGTH,1,14.0
3067,OAK,WALK,1,105.0
3068,OAK,WOOD,2,42.0
3069,OATH,OVEN,1,172.0
3070,OATH,SPEECH,1,39.0
3071,OATH,STOVE,1,111.0
3072,OATH,VILLAGE,1,91.0
3073,OCEAN,SALT,1,84.0
3074,OCEAN,SPEECH,1,52.0
3075,OCEAN,TIDE,1,14.0
3076,OCEAN,WATER,1,164.0
3077,OIL (FROM PLANTS),SWIM,1,47.0
3078,OIL (HYDROPHOBIC LIQUID),THROW,1,39.0
3079,OIL (ORGANIC SUBSTANCE),OLIVE,1,155.0
3080,OIL (ORGANIC SUBSTANCE),PAINTING,1,45.0
3081,OIL (ORGANIC SUBSTANCE),PASTURE,1,83.0
3082,OIL (ORGANIC SUBSTANCE),PEPPER,1,34.0
3083,OIL (ORGANIC SUBSTANCE),PLACE (POSITION),1,34.0
3084,OIL (ORGANIC SUBSTANCE),RING,1,95.0
3085,OIL (ORGANIC SUBSTANCE),ROOM,1,59.0
3086,OIL (ORGANIC SUBSTANCE),SAP,1,161.0
3087,OIL (ORGANIC SUBSTANCE),SAUCE,1,45.0
3088,OIL (ORGANIC SUBSTANCE),SKIRT,1,45.0
3089,OIL (ORGANIC SUBSTANCE),SUMMER,1,50.0
3090,OIL (ORGANIC SUBSTANCE),SUN,1,122.0
3091,OIL (ORGANIC SUBSTANCE),SWIM,1,47.0
3092,OIL (ORGANIC SUBSTANCE),THREAD,1,36.0
3093,OIL (ORGANIC SUBSTANCE),TIN (METAL),1,17.0
3094,OIL (ORGANIC SUBSTANCE),WASH,2,117.0
3095,OMEN,RESCUE,1,191.0
3096,OMEN,WASH,1,372.0
3097,ONION,SHOP,2,50.0
3098,ONION,SMOKE (INHALE),1,58.0
3099,ONION,SWELL,1,142.0
3100,ONION,TOBACCO,1,80.0
3101,ONION,WINDOW,2,55.0
3102,ORDER,SALT,1,111.0
3103,ORNAMENT,PAPER,1,74.0
3104,ORNAMENT,RATTLE,1,42.0
3105,OVEN,POT,1,19.0
3106,OVEN,ROAD,2,30.0
3107,OVEN,SPLIT,1,145.0
3108,OVEN,STOVE,134,61.0
3109,OVEN,SWIM,1,20.0
3110,OVEN,WALK,1,30.0
3111,OWL,ROOM,1,25.0
3112,OWL,SWELL,1,159.0
3113,OWL,WASH,1,83.0
3114,OX,RESCUE,1,38.0
3115,OX,SEASON,1,1.0
3116,OX,THREAD,1,62.0
3117,OX,VINE,1,96.0
3118,OX,WEATHER,1,37.0
3119,OX,WOOD,1,60.0
3120,PAINTING,SAW,1,11.0
3121,PAINTING,TRY,1,29.0
3122,PAINTING,WASH,2,72.0
3123,PAPER,PEPPER,2,40.0
3124,PAPER,RAKE,1,107.0
3125,PAPER,ROOM,1,15.0
3126,PAPER,SALT,1,4.0
3127,PAPER,SAND,1,12.0
3128,PAPER,YEAR,1,40.0
3129,PART,PLACE (POSITION),3,45.0
3130,PART,POT,2,97.0
3131,PART,POUND,1,6.0
3132,PART,ROOM,2,70.0
3133,PART,ROPE,2,33.0
3134,PART,SPLIT,1,67.0
3135,PART,TRY,1,85.0
3136,PART,VALLEY,2,25.0
3137,PASTURE,PLACE (POSITION),1,117.0
3138,PASTURE,PLAIN,25,25.0
3139,PASTURE,ROOM,1,142.0
3140,PASTURE,SCHOOL,1,158.0
3141,PASTURE,SPLIT,1,5.0
3142,PASTURE,STABLE,1,94.0
3143,PASTURE,THREAD,1,119.0
3144,PASTURE,VALLEY,5,47.0
3145,PASTURE,WILLOW,7,0.0
3146,PEACH,SPEECH,1,77.0
3147,PEOPLE,PLAIN,1,80.0
3148,PEOPLE,PRIEST,1,130.0
3149,PEOPLE,ROAD,1,75.0
3150,PEOPLE,ROPE,1,0.0
3151,PEOPLE,STRANGER,1,41.0
3152,PEOPLE,VALLEY,1,58.0
3153,PEOPLE,VILLAGE,12,36.0
3154,PEOPLE,WOOD,1,12.0
3155,PEPPER,RING,1,61.0
3156,PEPPER,ROOM,1,25.0
3157,PEPPER,SKIRT,1,11.0
3158,PEPPER,THROW,1,5.0
3159,PHYSICIAN,POT,1,344.0
3160,PHYSICIAN,TEACHER,1,314.0
3161,PIG,RYE,1,267.0
3162,PIG,SAW,1,36.0
3163,PIG,SPLIT,1,148.0
3164,PIG,SUN,4,52.0
3165,PIG,SWEEP,2,48.0
3166,PIG,SWELL,1,195.0
3167,PIG,VILLAGE,2,84.0
3168,PILLOW,SHAME,1,150.0
3169,PILLOW,SPLIT,1,164.0
3170,PIN,PLAY,1,69.0
3171,PIN,ROAD,1,55.0
3172,PIN,SWORD,1,81.0
3173,PITY,REGRET,9,75.0
3174,PLACE (POSITION),PLAIN,5,92.0
3175,PLACE (POSITION),POST,1,37.0
3176,PLACE (POSITION),POT,1,52.0
3177,PLACE (POSITION),REST,1,47.0
3178,PLACE (POSITION),ROOM,6,25.0
3179,PLACE (POSITION),SCALE,1,128.0
3180,PLACE (POSITION),SEASON,1,59.0
3181,PLACE (POSITION),SHIRT,1,0.0
3182,PLACE (POSITION),SKIRT,1,11.0
3183,PLACE (POSITION),SLAVE,1,117.0
3184,PLACE (POSITION),SMOKE (EXHAUST),1,41.0
3185,PLACE (POSITION),SPLIT,2,112.0
3186,PLACE (POSITION),SUN,3,88.0
3187,PLACE (POSITION),VILLAGE,4,48.0
3188,PLACE (POSITION),WAR,1,45.0
3189,PLACE (POSITION),WEATHER,1,23.0
3190,PLACE (POSITION),YARD,1,39.0
3191,PLACE (POSITION),YEAR,2,0.0
3192,PLAIN,POST,1,55.0
3193,PLAIN,RAKE,2,25.0
3194,PLAIN,SCALE,1,36.0
3195,PLAIN,SCHOOL,1,133.0
3196,PLAIN,SQUARE,1,111.0
3197,PLAIN,SUMMER,1,108.0
3198,PLAIN,VALLEY,20,22.0
3199,PLAIN,WEATHER,1,69.0
3200,PLAIN,WOOD,1,92.0
3201,PLAIN,YARD,3,53.0
3202,PLAY,POCKET,1,36.0
3203,PLAY,RAIN (PRECIPITATION),1,19.0
3204,PLAY,SMILE,2,16.0
3205,PLAY,THIEF,1,130.0
3206,PLAY,THROW,2,72.0
3207,PLAY,TOUCH,1,77.0
3208,PLOT,SNAKE,1,133.0
3209,PLOT,VALLEY,1,83.0
3210,PLOT,WHISPER,1,166.0
3211,POCKET,SINK (DESCEND),1,9.0
3212,POISON,POST,1,58.0
3213,POISON,ROPE,1,83.0
3214,POISON,SKIRT,1,106.0
3215,POISON,SMOKE (EXHAUST),1,136.0
3216,POISON,SUMMER,1,111.0
3217,POISON,TOBACCO,1,2.0
3218,POISON,VILLAGE,1,47.0
3219,POISON,WAIST,1,39.0
3220,POISON,WOOD,1,95.0
3221,POISON,WRONG,1,120.0
3222,POND,SMOKE (EXHAUST),1,11.0
3223,PORT,WOOD,1,103.0
3224,PORT,YARD,1,64.0
3225,POST,POT,1,89.0
3226,POST,RAIN (PRECIPITATION),1,95.0
3227,POST,SHIELD,1,44.0
3228,POST,TURN (SOMETHING),1,73.0
3229,POST,WIN,1,37.0
3230,POST,WINTER,1,70.0
3231,POST,WOOD,17,37.0
3232,POT,RAKE,1,119.0
3233,POT,SHAME,1,150.0
3234,POT,SONG,1,25.0
3235,POT,SPOT,1,44.0
3236,POT,STOVE,1,80.0
3237,POT,WATER,1,64.0
3238,POTATO,SQUARE,1,17.0
3239,POUND,SHIVER,1,0.0
3240,POUND,SHOULDER,1,44.0
3241,POUND,SMOKE (EXHAUST),1,80.0
3242,POUND,SPLIT,1,73.0
3243,POUND,SWALLOW,1,0.0
3244,POUND,SWEEP,1,27.0
3245,POUND,THROW,2,44.0
3246,POUND,TRY,1,79.0
3247,POUND,WALK,1,102.0
3248,POUND,WASH,1,122.0
3249,POUND,WATER,3,155.0
3250,PRESIDENT,QUEEN,2,211.0
3251,PRIEST,ROPE,1,130.0
3252,PRIEST,TEACHER,1,164.0
3253,PRIEST,WOOD,1,142.0
3254,PRIEST,YARD,1,103.0
3255,PRISONER,REFUSE,1,33.0
3256,PRISONER,SERVANT,1,45.0
3257,PRISONER,SLAVE,13,25.0
3258,PRISONER,WAR,1,47.0
3259,PUNISHMENT,THROW,1,78.0
3260,PUNISHMENT,TOUCH,1,73.0
3261,PUNISHMENT,WRONG,1,98.0
3262,QUEEN,UNCLE,1,55.0
3263,QUEEN,WOMAN,2,11.0
3264,QUEEN,WORM,1,6.0
3265,RAIN (PRECIPITATION),RAIN (RAINING),18,0.0
3266,RAIN (PRECIPITATION),SAP,1,253.0
3267,RAIN (PRECIPITATION),SEASON,1,117.0
3268,RAIN (PRECIPITATION),TEAR (OF EYE),1,53.0
3269,RAIN (PRECIPITATION),VOICE,1,64.0
3270,RAIN (PRECIPITATION),WALK,1,5.0
3271,RAIN (PRECIPITATION),WATER,35,58.0
3272,RAIN (PRECIPITATION),WEATHER,5,81.0
3273,RAIN (PRECIPITATION),WINTER,1,25.0
3274,RAIN (PRECIPITATION),WORM,1,42.0
3275,RAIN (PRECIPITATION),YEAR,5,58.0
3276,RAIN (RAINING),SUN,2,30.0
3277,RAIN (RAINING),VILLAGE,2,106.0
3278,RAIN (RAINING),WATER,1,58.0
3279,RAIN (RAINING),WHEAT,2,175.0
3280,RAKE,ROPE,1,55.0
3281,RAKE,SCRATCH,1,67.0
3282,RAKE,SWEEP,1,55.0
3283,RAKE,TEAR (SHRED),1,72.0
3284,RAKE,WATER,1,183.0
3285,RATTLE,SPOON,1,75.0
3286,RATTLE,WRONG,1,17.0
3287,REED,WAR,1,55.0
3288,REED,WOOD,1,100.0
3289,REFUSE,REPAIR,1,19.0
3290,REFUSE,SCRATCH,1,125.0
3291,REFUSE,SHIVER,1,86.0
3292,REFUSE,SPLIT,1,13.0
3293,REFUSE,STRAIN,1,28.0
3294,REFUSE,SWEEP,1,113.0
3295,REFUSE,SWELL,1,34.0
3296,REFUSE,TRY,1,165.0
3297,REFUSE,TURN,1,161.0
3298,REFUSE,TURN (SOMETHING),1,161.0
3299,REFUSE,WALK,1,188.0
3300,REFUSE,WAR,1,80.0
3301,REFUSE,WASH,1,208.0
3302,REFUSE,WATER,1,241.0
3303,REGRET,SHRIEK,2,22.0
3304,REPAIR,REST,1,153.0
3305,REPAIR,SALT,1,142.0
3306,REPAIR,SCRATCH,1,106.0
3307,REPAIR,SHIVER,1,67.0
3308,REPAIR,SKIRT,1,117.0
3309,REPAIR,SPLIT,1,6.0
3310,REPAIR,STRAIN,1,47.0
3311,REPAIR,SWALLOW,1,67.0
3312,REPAIR,SWEEP,1,94.0
3313,REPAIR,SWELL,1,53.0
3314,REPAIR,TRY,1,146.0
3315,REPAIR,TURN,1,142.0
3316,REPAIR,TURN (SOMETHING),1,142.0
3317,REPAIR,WALK,1,169.0
3318,REPAIR,WASH,1,189.0
3319,RESCUE,REST,1,145.0
3320,RESCUE,RETREAT,1,64.0
3321,RESCUE,SAW,2,98.0
3322,RESCUE,UNCLE,1,175.0
3323,RESCUE,YEAR,1,98.0
3324,REST,SEASON,1,106.0
3325,REST,STING,1,39.0
3326,REST,SUSPECT,1,250.0
3327,REST,SWEEP,1,59.0
3328,REST,THREAD,1,45.0
3329,REST,VOICE,1,53.0
3330,REST,YEAR,1,47.0
3331,RING,ROOM,1,36.0
3332,RING,SKIRT,1,50.0
3333,RING,TOE,3,14.0
3334,ROAD,SKIRT,1,52.0
3335,ROAD,SLAVE,1,180.0
3336,ROAD,SMOKE (EXHAUST),1,22.0
3337,ROAD,SMOKE (INHALE),1,22.0
3338,ROAD,STABLE,1,86.0
3339,ROAD,SWEEP,1,75.0
3340,ROAD,SWIM,1,50.0
3341,ROAD,TOBACCO,1,160.0
3342,ROAD,WAIST,1,119.0
3343,ROAD,WALK,7,0.0
3344,ROAD,WATER,1,53.0
3345,ROAD,WINE,3,197.0
3346,ROAD,WORM,1,47.0
3347,ROAD,WRONG,3,38.0
3348,ROOM,SKIRT,1,14.0
3349,ROOM,SQUARE,2,6.0
3350,ROOM,WAIST,1,81.0
3351,ROOM,WOOD,2,25.0
3352,ROOM,YARD,1,64.0
3353,ROPE,SEASON,1,47.0
3354,ROPE,SNAKE,1,8.0
3355,ROPE,SPEECH,1,88.0
3356,ROPE,SWIM,1,25.0
3357,ROPE,TENT,1,2.0
3358,ROPE,THREAD,53,14.0
3359,ROPE,VINE,16,144.0
