,concept_1,concept_2,colexification_count,age_acquisition_diff
1398,DAWN,SMOKE (EXHAUST),1,122.0
1399,DAWN,STATUE,1,56.0
1400,DAWN,WINDOW,1,119.0
1401,DECEIT,LEAD (CHEMICAL ELEMENT),1,119.0
1402,DECEIT,LIE (MISLEAD),43,269.0
1403,DECEIT,MAGIC,1,238.0
1404,DECEIT,RABBIT,1,313.0
1405,DECEIT,ROPE,1,238.0
1406,DECEIT,THROW,1,255.0
1407,DECEIT,WRONG,5,275.0
1408,DEER,EARTH (SOIL),1,36.0
1409,DEER,ENEMY,1,86.0
1410,DEER,FLESH,2,130.0
1411,DEER,FOREST,1,16.0
1412,DEER,HARE,1,0.0
1413,DEER,HAY,1,16.0
1414,DEER,HEAD,1,100.0
1415,DEER,HEART,1,0.0
1416,DEER,HONEY,1,5.0
1417,DEER,HORN (ANATOMY),3,27.0
1418,DEER,LAMB,1,95.0
1419,DEER,MUD,1,42.0
1420,DEER,OX,5,48.0
1421,DEER,PAPER,1,52.0
1422,DEER,PIG,1,48.0
1423,DEER,PLAIN,1,80.0
1424,DEER,ROAD,1,75.0
1425,DEER,ROOM,1,37.0
1426,DEER,SCRATCH,1,12.0
1427,DEER,STOVE,1,16.0
1428,DEER,STRAIN,1,141.0
1429,DEER,SUMMER,1,28.0
1430,DEER,WOOD,4,12.0
1431,DEER,WORM,2,28.0
1432,DELIGHT,EMBRACE,1,78.0
1433,DELIGHT,REPAIR,2,39.0
1434,DEW,FROST,1,67.0
1435,DEW,GRAVE,1,8.0
1436,DEW,HARVEST,1,9.0
1437,DEW,ICE,4,70.0
1438,DEW,LIGHTNING,1,0.0
1439,DEW,LIVER,1,22.0
1440,DEW,MALE,1,52.0
1441,DEW,NEEDLE (FOR SEWING),1,67.0
1442,DEW,POST,1,25.0
1443,DEW,POT,1,114.0
1444,DEW,RAIN (PRECIPITATION),2,120.0
1445,DEW,ROPE,1,50.0
1446,DEW,SHIRT,1,62.0
1447,DEW,SPLIT,1,50.0
1448,DEW,SUMMER,2,78.0
1449,DEW,VALLEY,1,8.0
1450,DISGRACE,HATE,1,144.0
1451,DITCH,DOUGH,1,77.0
1452,DITCH,FLAME,1,31.0
1453,DITCH,GRAVE,3,47.0
1454,DITCH,LINE,4,17.0
1455,DITCH,PART,1,22.0
1456,DITCH,PIT (POTHOLE),1,22.0
1457,DITCH,PLAIN,1,69.0
1458,DITCH,PORT,1,80.0
1459,DITCH,RAIN (PRECIPITATION),1,81.0
1460,DITCH,SPLIT,1,89.0
1461,DITCH,SPOON,1,106.0
1462,DITCH,STEAM (VERB),1,16.0
1463,DITCH,TEACHER,1,45.0
1464,DITCH,VALLEY,3,47.0
1465,DIVE,DOLL,1,161.0
1466,DIVE,DOOR,1,108.0
1467,DIVE,GROAN,1,20.0
1468,DIVE,JUMP,3,100.0
1469,DIVE,KICK,1,94.0
1470,DIVE,MONEY,1,75.0
1471,DIVE,SINK (DESCEND),28,103.0
1472,DIVE,SWIM,9,66.0
1473,DIVE,TURN (SOMETHING),1,89.0
1474,DOG,EARTH (SOIL),2,148.0
1475,DOG,EIGHT,1,42.0
1476,DOG,EYE,1,2.0
1477,DOG,FOREST,2,128.0
1478,DOG,FRUIT,1,50.0
1479,DOG,GROUND,1,89.0
1480,DOG,HEAD,1,12.0
1481,DOG,INSECT,1,114.0
1482,DOG,ISLAND,1,120.0
1483,DOG,LINE,1,106.0
1484,DOG,LION,1,75.0
1485,DOG,MARKET,1,159.0
1486,DOG,MOTHER,1,25.0
1487,DOG,NIGHT,2,53.0
1488,DOG,OATH,9,239.0
1489,DOG,PEOPLE,1,112.0
1490,DOG,PIG,1,64.0
1491,DOG,PLACE (POSITION),1,100.0
1492,DOG,POST,1,137.0
1493,DOG,RAKE,1,167.0
1494,DOG,ROAD,2,37.0
1495,DOG,ROPE,1,112.0
1496,DOG,SALT,3,64.0
1497,DOG,SHOULDER,1,95.0
1498,DOG,SMOKE (EXHAUST),1,59.0
1499,DOG,SNAKE,1,120.0
1500,DOG,SPLIT,2,212.0
1501,DOG,SPOON,1,17.0
1502,DOG,STATUE,1,237.0
1503,DOG,SUN,2,12.0
1504,DOG,SWEEP,1,112.0
1505,DOG,VOICE,1,106.0
1506,DOG,WASH,4,17.0
1507,DOG,WATER,6,16.0
1508,DOG,WOMAN,1,89.0
1509,DOG,WOOD,1,100.0
1510,DOG,WOOL,2,78.0
1511,DOG,WRONG,1,75.0
1512,DOOR,DOUGH,1,155.0
1513,DOOR,EARTH (SOIL),2,103.0
1514,DOOR,EDGE,1,94.0
1515,DOOR,EGG,1,28.0
1516,DOOR,EYE,1,47.0
1517,DOOR,HEAD,2,33.0
1518,DOOR,HEAVEN,1,58.0
1519,DOOR,IRON,3,67.0
1520,DOOR,LIVER,1,139.0
1521,DOOR,LOVE,2,89.0
1522,DOOR,MONEY,1,33.0
1523,DOOR,MOTHER,2,70.0
1524,DOOR,MOUNTAIN,1,69.0
1525,DOOR,NEEDLE (FOR SEWING),2,50.0
1526,DOOR,PEOPLE,2,67.0
1527,DOOR,PLACE (POSITION),1,55.0
1528,DOOR,PORT,3,158.0
1529,DOOR,PRIEST,1,197.0
1530,DOOR,ROAD,2,8.0
1531,DOOR,ROPE,2,67.0
1532,DOOR,SAW,1,55.0
1533,DOOR,SNAKE,1,75.0
1534,DOOR,SWORD,1,128.0
1535,DOOR,TOWER,1,139.0
1536,DOOR,WASH,2,28.0
1537,DOOR,WHEAT,2,172.0
1538,DOOR,WILLOW,1,172.0
1539,DOOR,WINDOW,8,17.0
1540,DOOR,WOOD,2,55.0
1541,DOOR,YARD,3,94.0
1542,DOUGH,FIND,1,97.0
1543,DOUGH,HEAD,1,188.0
1544,DOUGH,POUND,1,61.0
1545,DOUGH,ROAD,1,163.0
1546,DOUGH,SMOKE (EXHAUST),1,141.0
1547,DOUGH,VICTORY,1,42.0
1548,DOUGH,WHEAT,1,17.0
1549,DRESS,OWL,1,47.0
1550,DRESS,SHIRT,35,47.0
1551,DRESS,SINK (DESCEND),1,3.0
1552,DRESS,SKIRT,26,36.0
1553,DRINK,EDGE,1,97.0
1554,DRINK,EYE,2,44.0
1555,DRINK,FAT (OBESE),1,25.0
1556,DRINK,FLESH,1,200.0
1557,DRINK,HEAD,2,30.0
1558,DRINK,JAW,1,150.0
1559,DRINK,JUMP,2,11.0
1560,DRINK,KICK,1,17.0
1561,DRINK,LEAD (GUIDE),1,189.0
1562,DRINK,LIE (REST),1,39.0
1563,DRINK,LOCK,1,117.0
1564,DRINK,MARKET,1,117.0
1565,DRINK,OIL (ORGANIC SUBSTANCE),1,92.0
1566,DRINK,PIG,2,22.0
1567,DRINK,PLAY,1,19.0
1568,DRINK,POISON,1,153.0
1569,DRINK,POUND,1,97.0
1570,DRINK,RESCUE,1,156.0
1571,DRINK,SHIVER,1,97.0
1572,DRINK,SMOKE (EXHAUST),1,17.0
1573,DRINK,SMOKE (INHALE),17,17.0
1574,DRINK,SNAKE,1,78.0
1575,DRINK,SWALLOW,8,97.0
1576,DRINK,SWEEP,1,70.0
1577,DRINK,SWELL,1,217.0
1578,DRINK,SWIM,1,45.0
1579,DRINK,THIEF,1,111.0
1580,DRINK,TOUCH,1,58.0
1581,DRINK,TRY,1,18.0
1582,DRINK,VOICE,1,64.0
1583,DRINK,WALK,2,5.0
1584,DRINK,WASH,1,25.0
1585,DRINK,WATER,9,58.0
1586,DRINK,WINTER,1,25.0
1587,DRINK,WOMAN,1,47.0
1588,DRINK,WOOL,2,36.0
1589,DRINK,YARD,1,97.0
1590,DUCK,EIGHT,3,47.0
1591,DUCK,EMBRACE,1,328.0
1592,DUCK,ESCAPE,1,189.0
1593,DUCK,HEN,2,55.0
1594,DUCK,HOLD,1,103.0
1595,DUCK,PAPER,1,65.0
1596,DUCK,PASTURE,1,222.0
1597,DUCK,PHYSICIAN,1,397.0
1598,DUCK,RAKE,1,172.0
1599,DUCK,SNAKE,1,125.0
1600,DUCK,SWIM,1,92.0
1601,DUCK,TOOL,1,136.0
1602,DUCK,UNCLE,1,28.0
1603,DUCK,VOICE,1,111.0
1604,DUCK,WIDOW,1,262.0
1605,DUSK,EVENING,1,122.0
1606,DYE,ELEPHANT,1,170.0
1607,DYE,FAT (ORGANIC SUBSTANCE),1,156.0
1608,DYE,FRUIT,1,173.0
1609,DYE,GREEN,1,167.0
1610,DYE,GUESS,1,100.0
1611,DYE,IRON,1,111.0
1612,DYE,LOOK,1,167.0
1613,DYE,LOVE,1,89.0
1614,DYE,MEDICINE,2,81.0
1615,DYE,OIL (ORGANIC SUBSTANCE),1,89.0
1616,DYE,PAINTING,47,134.0
1617,DYE,PEPPER,1,123.0
1618,DYE,RAKE,1,56.0
1619,DYE,RING,1,184.0
1620,DYE,ROOM,1,148.0
1621,DYE,SAP,1,72.0
1622,DYE,SKIRT,1,134.0
1623,DYE,THROW,1,128.0
1624,DYE,WASH,1,206.0
1625,DYE,WATER,1,239.0
1626,EARTH (SOIL),EARTH (WET SUBSTANCE),2,0.0
1627,EARTH (SOIL),EDGE,2,9.0
1628,EARTH (SOIL),EYE,1,150.0
1629,EARTH (SOIL),FAT (ORGANIC SUBSTANCE),1,81.0
1630,EARTH (SOIL),FLESH,1,94.0
1631,EARTH (SOIL),GARDEN,2,131.0
1632,EARTH (SOIL),GROUND,87,59.0
1633,EARTH (SOIL),HEAD,1,136.0
1634,EARTH (SOIL),HEART,5,36.0
1635,EARTH (SOIL),HEAVEN,1,45.0
1636,EARTH (SOIL),HUNGER,1,42.0
1637,EARTH (SOIL),ISLAND,9,28.0
1638,EARTH (SOIL),LAND,187,31.0
1639,EARTH (SOIL),LIVER,1,36.0
1640,EARTH (SOIL),LOVE,1,14.0
1641,EARTH (SOIL),MEDICINE,1,6.0
1642,EARTH (SOIL),MOTHER,2,173.0
1643,EARTH (SOIL),MOUNTAIN,1,34.0
1644,EARTH (SOIL),MUD,16,78.0
1645,EARTH (SOIL),OTTER,1,66.0
1646,EARTH (SOIL),PASTURE,4,69.0
1647,EARTH (SOIL),PEOPLE,1,36.0
1648,EARTH (SOIL),PLACE (POSITION),17,48.0
1649,EARTH (SOIL),PLAIN,5,44.0
1650,EARTH (SOIL),POT,1,100.0
1651,EARTH (SOIL),PRIEST,1,94.0
1652,EARTH (SOIL),ROPE,2,36.0
1653,EARTH (SOIL),SAND,42,100.0
1654,EARTH (SOIL),STOVE,1,20.0
1655,EARTH (SOIL),SUN,3,136.0
1656,EARTH (SOIL),SWIM,1,61.0
1657,EARTH (SOIL),VILLAGE,2,0.0
1658,EARTH (SOIL),WATER,1,164.0
1659,EARTH (SOIL),WHEAT,2,69.0
1660,EARTH (SOIL),WILLOW,1,69.0
1661,EARTH (SOIL),WOOD,3,48.0
1662,EARTH (SOIL),WORM,1,64.0
1663,EARTH (SOIL),WOUND,1,55.0
1664,EARTH (SOIL),YEAR,1,48.0
1665,EARTH (WET SUBSTANCE),GROUND,2,59.0
1666,EARTH (WET SUBSTANCE),WOMAN,1,59.0
1667,EDGE,EGG,3,122.0
1668,EDGE,ESCAPE,1,45.0
1669,EDGE,EYE,1,141.0
1670,EDGE,FACE,3,142.0
1671,EDGE,FEVER,1,50.0
1672,EDGE,FRUIT,1,89.0
1673,EDGE,GARDEN,1,122.0
1674,EDGE,HALF,2,41.0
1675,EDGE,HEAD,1,127.0
1676,EDGE,HELP,1,86.0
1677,EDGE,LAND,2,22.0
1678,EDGE,LINE,1,33.0
1679,EDGE,PART,4,6.0
1680,EDGE,PIG,1,75.0
1681,EDGE,PLAIN,1,53.0
1682,EDGE,SERVANT,1,98.0
1683,EDGE,SHIELD,1,42.0
1684,EDGE,SHIP,1,59.0
1685,EDGE,SMILE,1,100.0
1686,EDGE,SWIM,1,52.0
1687,EDGE,WAIST,1,17.0
1688,EDGE,WINTER,1,72.0
1689,EDGE,WOOD,1,39.0
1690,EGG,ELBOW,1,51.0
1691,EGG,EYE,3,19.0
1692,EGG,FACE,1,20.0
1693,EGG,FAMILY,1,94.0
1694,EGG,FAT (ORGANIC SUBSTANCE),7,50.0
1695,EGG,FEVER,1,172.0
1696,EGG,FIGHT,1,75.0
1697,EGG,FRUIT,28,33.0
1698,EGG,GREEN,2,39.0
1699,EGG,GROUND,2,72.0
1700,EGG,HEAD,3,5.0
1701,EGG,HEART,5,95.0
1702,EGG,HORN (ANATOMY),1,122.0
1703,EGG,KNEE,3,45.0
1704,EGG,LIVER,2,167.0
1705,EGG,MALE,2,197.0
1706,EGG,MARKET,1,142.0
1707,EGG,MOUNTAIN,3,97.0
1708,EGG,NEEDLE (FOR SEWING),1,78.0
1709,EGG,OAK,1,125.0
1710,EGG,PIG,2,47.0
1711,EGG,POT,1,31.0
1712,EGG,REED,1,183.0
1713,EGG,ROPE,1,95.0
1714,EGG,SMOKE (EXHAUST),2,42.0
1715,EGG,SNAKE,2,103.0
1716,EGG,SUN,1,5.0
1717,EGG,VILLAGE,1,131.0
1718,EGG,WATER,4,33.0
1719,EIGHT,ELBOW,1,26.0
1720,EIGHT,EXCHANGE,1,232.0
1721,EIGHT,FOREST,1,86.0
1722,EIGHT,HATE,1,67.0
1723,EIGHT,NIGHT,4,11.0
1724,EIGHT,ROPE,1,70.0
1725,EIGHT,SONG,1,31.0
1726,EIGHT,STABLE,1,81.0
1727,EIGHT,STRAIN,1,211.0
1728,EIGHT,WATER,1,58.0
1729,ELBOW,EYE,2,70.0
1730,ELBOW,GRANDMOTHER,1,29.0
1731,ELBOW,GRIEF,1,213.0
1732,ELBOW,HEAD,2,56.0
1733,ELBOW,HILL,1,19.0
1734,ELBOW,HUMP,1,132.0
1735,ELBOW,KNEE,53,6.0
1736,ELBOW,LOCK,3,91.0
1737,ELBOW,NAIL (TOOL),1,35.0
1738,ELBOW,SHOULDER,1,27.0
1739,ELECTRICITY,FIREWOOD,1,69.0
1740,ELECTRICITY,FLAME,2,139.0
1741,ELECTRICITY,LIGHTNING,2,69.0
1742,ELEPHANT,ENVY,1,209.0
1743,ELEPHANT,HEAD,1,41.0
1744,ELEPHANT,HORN (ANATOMY),1,86.0
1745,ELEPHANT,LETTER,1,34.0
1746,ELEPHANT,LIGHTNING,1,109.0
1747,ELEPHANT,POST,1,84.0
1748,ELEPHANT,RAIN (RAINING),2,11.0
1749,ELEPHANT,STATUE,1,184.0
1750,ELEPHANT,VOICE,1,53.0
1751,ELEPHANT,WHEAT,1,164.0
1752,EMBRACE,EVENING,1,189.0
1753,EMBRACE,FAT (OBESE),1,256.0
1754,EMBRACE,FIGHT,1,231.0
1755,EMBRACE,GROAN,1,150.0
1756,EMBRACE,HIDE (CONCEAL),1,236.0
1757,EMBRACE,HOLD,15,225.0
1758,EMBRACE,INCREASE,1,73.0
1759,EMBRACE,JUMP,1,270.0
1760,EMBRACE,LAMP,1,209.0
1761,EMBRACE,LENGTH,1,170.0
1762,EMBRACE,LIE (MISLEAD),1,242.0
1763,EMBRACE,LIFT,2,181.0
1764,EMBRACE,LOOK,1,267.0
1765,EMBRACE,LOVE,1,189.0
1766,EMBRACE,MEDICINE,2,181.0
1767,EMBRACE,PIG,1,259.0
1768,EMBRACE,REFUSE,1,98.0
1769,EMBRACE,REPAIR,1,117.0
1770,EMBRACE,RING,1,284.0
1771,EMBRACE,SCRATCH,1,223.0
1772,EMBRACE,SHIVER,1,184.0
1773,EMBRACE,SPLIT,1,111.0
1774,EMBRACE,STRAIN,1,70.0
1775,EMBRACE,SWEEP,1,211.0
1776,EMBRACE,SWELL,1,64.0
1777,EMBRACE,THREAD,1,225.0
1778,EMBRACE,TOUCH,1,223.0
1779,EMBRACE,TRY,1,263.0
1780,EMBRACE,TURN,1,259.0
1781,EMBRACE,TURN (SOMETHING),1,259.0
1782,EMBRACE,VILLAGE,1,175.0
1783,EMBRACE,WALK,1,286.0
1784,EMBRACE,WASH,1,306.0
1785,ENEMY,EWE,1,11.0
1786,ENEMY,FIGHT,1,106.0
1787,ENEMY,FIND,1,95.0
1788,ENEMY,GRANDFATHER,1,153.0
1789,ENEMY,GRANDMOTHER,1,159.0
1790,ENEMY,ROPE,1,86.0
1791,ENEMY,SNAKE,2,78.0
1792,ENEMY,SOLDIER,1,92.0
1793,ENEMY,STRANGER,2,45.0
1794,ENEMY,VOICE,1,92.0
1795,ENEMY,WAR,2,53.0
1796,ENVY,HATE,5,153.0
1797,ESCAPE,LIFT,1,42.0
1798,ESCAPE,MOUSE,1,111.0
1799,EVENING,NIGHT,56,81.0
1800,EVENING,OIL (ORGANIC SUBSTANCE),1,0.0
1801,EVENING,RAIN (PRECIPITATION),1,92.0
1802,EVENING,SUN,3,122.0
1803,EVENING,TOUCH,1,34.0
1804,EVENING,WALK,1,97.0
1805,EVENING,WEST,4,39.0
1806,EWE,ISLAND,1,89.0
1807,EWE,LAMB,9,192.0
1808,EWE,OX,2,49.0
1809,EWE,SHIP,1,129.0
1810,EWE,WOOL,2,131.0
1811,EXCHANGE,MOUNTAIN,1,160.0
1812,EXCHANGE,STRENGTH,1,118.0
1813,EXCHANGE,SWEEP,1,162.0
1814,EXCHANGE,TOBACCO,1,77.0
1815,EYE,FACE,41,1.0
1816,EYE,FIGHT,1,94.0
1817,EYE,FROST,1,97.0
1818,EYE,FRUIT,5,52.0
1819,EYE,GRANDFATHER,2,47.0
1820,EYE,GRAPE,1,130.0
1821,EYE,GREEN,6,58.0
1822,EYE,GROUND,2,91.0
1823,EYE,HEAD,4,14.0
1824,EYE,HEART,1,114.0
1825,EYE,HONEY,1,119.0
1826,EYE,KNEE,1,64.0
1827,EYE,LEAD (GUIDE),1,233.0
1828,EYE,LOOK,4,58.0
1829,EYE,MOTHER,1,23.0
1830,EYE,MOUNTAIN,4,116.0
1831,EYE,NEEDLE (FOR SEWING),1,97.0
1832,EYE,NOSE,1,39.0
1833,EYE,PEOPLE,1,114.0
1834,EYE,PILLOW,1,50.0
1835,EYE,PRIEST,1,244.0
1836,EYE,ROOM,1,77.0
1837,EYE,ROPE,1,114.0
1838,EYE,SCALE,1,230.0
1839,EYE,SINK (DESCEND),1,52.0
1840,EYE,SKIRT,1,91.0
1841,EYE,SMOKE (EXHAUST),1,61.0
1842,EYE,SNAKE,2,122.0
1843,EYE,SONG,1,75.0
1844,EYE,SUN,4,14.0
1845,EYE,TEAR (OF EYE),1,97.0
1846,EYE,THIEF,1,155.0
1847,EYE,VINE,2,258.0
1848,EYE,WAIST,1,158.0
1849,EYE,WALK,2,39.0
1850,EYE,WATER,4,14.0
1851,EYE,WINDOW,1,64.0
1852,EYE,WOOD,1,102.0
1853,FACE,FIREWOOD,1,165.0
1854,FACE,FRUIT,2,53.0
1855,FACE,GIRL,1,17.0
1856,FACE,HEAD,2,15.0
1857,FACE,HONEY,1,120.0
1858,FACE,IRON,1,115.0
1859,FACE,JAW,5,195.0
1860,FACE,LIVER,1,187.0
1861,FACE,NOSE,4,40.0
1862,FACE,PUNISHMENT,1,176.0
1863,FACE,SEASON,3,162.0
1864,FACE,SKIRT,1,92.0
1865,FACE,TURN (SOMETHING),1,67.0
1866,FACE,WAIST,1,159.0
1867,FACE,WOUND,3,206.0
1868,FAMILY,FLESH,1,131.0
1869,FAMILY,HEAVEN,1,8.0
1870,FAMILY,HOME,2,47.0
1871,FAMILY,MOUNTAIN,1,3.0
1872,FAMILY,NEEDLE (FOR SEWING),1,16.0
1873,FAMILY,NEIGHBOUR,2,43.0
1874,FAMILY,PEOPLE,5,1.0
1875,FAMILY,PLACE (POSITION),1,11.0
1876,FAMILY,ROOM,5,36.0
1877,FAMILY,ROPE,2,1.0
1878,FAMILY,SHAME,1,87.0
1879,FAMILY,SKIRT,1,22.0
1880,FAMILY,TENT,1,3.0
1881,FAMILY,YARD,1,28.0
1882,FAT (FOR NOURISHMENT),FAT (OBESE),1,0.0
1883,FAT (FOR NOURISHMENT),OIL (HYDROPHOBIC LIQUID),3,67.0
1884,FAT (FROM ANIMALS),FAT (ORGANIC SUBSTANCE),2,0.0
1885,FAT (FROM ANIMALS),GRAPE,1,61.0
1886,FAT (FROM ANIMALS),HIDE (CONCEAL),1,20.0
1887,FAT (FROM ANIMALS),OIL (ORGANIC SUBSTANCE),1,67.0
1888,FAT (FROM ANIMALS),SINK (DESCEND),1,17.0
1889,FAT (OBESE),FAT (OF MEAT AND FOOD),7,0.0
1890,FAT (OBESE),FAT (ORGANIC SUBSTANCE),35,0.0
1891,FAT (OBESE),FIGHT,2,25.0
1892,FAT (OBESE),GROAN,1,106.0
1893,FAT (OBESE),HIDE (CONCEAL),1,20.0
1894,FAT (OBESE),HOLD,1,31.0
1895,FAT (OBESE),INCREASE,1,183.0
1896,FAT (OBESE),JUMP,1,14.0
1897,FAT (OBESE),LIE (REST),1,14.0
1898,FAT (OBESE),LIVER,1,117.0
1899,FAT (OBESE),LOOK,1,11.0
1900,FAT (OBESE),OIL (ORGANIC SUBSTANCE),8,67.0
1901,FAT (OBESE),POUND,1,72.0
1902,FAT (OBESE),REFUSE,1,158.0
1903,FAT (OBESE),REPAIR,1,139.0
1904,FAT (OBESE),SCRATCH,1,33.0
1905,FAT (OBESE),SHIVER,2,72.0
1906,FAT (OBESE),SINK (DESCEND),1,17.0
1907,FAT (OBESE),SPLIT,1,145.0
1908,FAT (OBESE),STRAIN,1,186.0
1909,FAT (OBESE),SWALLOW,1,72.0
1910,FAT (OBESE),SWEEP,2,45.0
1911,FAT (OBESE),SWELL,1,192.0
1912,FAT (OBESE),TRY,2,7.0
1913,FAT (OBESE),TURN,1,3.0
1914,FAT (OBESE),TURN (SOMETHING),1,3.0
1915,FAT (OBESE),WALK,2,30.0
1916,FAT (OBESE),WASH,1,50.0
1917,FAT (OBESE),WINTER,2,0.0
1918,FAT (OF MEAT AND FOOD),OIL (ORGANIC SUBSTANCE),1,67.0
1919,FAT (ORGANIC SUBSTANCE),FLESH,3,175.0
1920,FAT (ORGANIC SUBSTANCE),GARDEN,1,50.0
1921,FAT (ORGANIC SUBSTANCE),GRANDFATHER,4,22.0
1922,FAT (ORGANIC SUBSTANCE),GRANDMOTHER,2,28.0
1923,FAT (ORGANIC SUBSTANCE),GRAPE,1,61.0
1924,FAT (ORGANIC SUBSTANCE),GRAVE,1,103.0
1925,FAT (ORGANIC SUBSTANCE),GUN,1,8.0
1926,FAT (ORGANIC SUBSTANCE),HONEY,3,50.0
1927,FAT (ORGANIC SUBSTANCE),LOVE,1,67.0
1928,FAT (ORGANIC SUBSTANCE),MOUNTAIN,1,47.0
1929,FAT (ORGANIC SUBSTANCE),NOSE,3,30.0
1930,FAT (ORGANIC SUBSTANCE),OIL (ORGANIC SUBSTANCE),97,67.0
1931,FAT (ORGANIC SUBSTANCE),PAINTING,1,22.0
1932,FAT (ORGANIC SUBSTANCE),PASTURE,2,150.0
1933,FAT (ORGANIC SUBSTANCE),PEPPER,1,33.0
1934,FAT (ORGANIC SUBSTANCE),PLACE (POSITION),1,33.0
1935,FAT (ORGANIC SUBSTANCE),POTATO,2,3.0
1936,FAT (ORGANIC SUBSTANCE),RAIN (PRECIPITATION),1,25.0
1937,FAT (ORGANIC SUBSTANCE),RING,1,28.0
1938,FAT (ORGANIC SUBSTANCE),ROOM,1,8.0
1939,FAT (ORGANIC SUBSTANCE),SALT,3,3.0
1940,FAT (ORGANIC SUBSTANCE),SAP,1,228.0
1941,FAT (ORGANIC SUBSTANCE),SEASON,1,92.0
1942,FAT (ORGANIC SUBSTANCE),SKIRT,1,22.0
1943,FAT (ORGANIC SUBSTANCE),SUMMER,1,17.0
1944,FAT (ORGANIC SUBSTANCE),SUN,2,55.0
1945,FAT (ORGANIC SUBSTANCE),TOUCH,1,33.0
1946,FAT (ORGANIC SUBSTANCE),VILLAGE,1,81.0
1947,FAT (ORGANIC SUBSTANCE),VINE,1,189.0
1948,FAT (ORGANIC SUBSTANCE),WALK,2,30.0
1949,FAT (ORGANIC SUBSTANCE),WASH,2,50.0
1950,FAT (ORGANIC SUBSTANCE),WATER,1,83.0
1951,FAT (ORGANIC SUBSTANCE),WINTER,1,0.0
1952,FAT (ORGANIC SUBSTANCE),WORM,1,17.0
1953,FEVER,FLAME,8,97.0
1954,FEVER,HEAT,8,80.0
1955,FEVER,HELL,1,44.0
1956,FEVER,HOLD,1,91.0
1957,FEVER,PIG,1,125.0
1958,FEVER,POISON,1,6.0
1959,FEVER,ROAD,1,152.0
1960,FEVER,SHIVER,10,50.0
1961,FEVER,SMOKE (EXHAUST),1,130.0
1962,FEVER,SUN,1,177.0
1963,FEVER,THREAD,1,91.0
1964,FEVER,TOE,1,164.0
1965,FEVER,ULCER,1,159.0
1966,FIGHT,GROAN,1,81.0
1967,FIGHT,GUESS,2,31.0
1968,FIGHT,HAMMER,1,17.0
1969,FIGHT,HARVEST,1,61.0
1970,FIGHT,HEAD,2,80.0
1971,FIGHT,HIDE (CONCEAL),1,5.0
1972,FIGHT,HOLD,5,6.0
1973,FIGHT,INCREASE,1,158.0
1974,FIGHT,JUMP,1,39.0
1975,FIGHT,KICK,1,33.0
1976,FIGHT,LOOK,1,36.0
1977,FIGHT,MAGIC,1,20.0
1978,FIGHT,MALE,1,122.0
1979,FIGHT,MARKET,1,67.0
1980,FIGHT,OVEN,1,25.0
1981,FIGHT,PLAY,1,69.0
1982,FIGHT,POUND,4,47.0
1983,FIGHT,REFUSE,1,133.0
1984,FIGHT,REPAIR,1,114.0
1985,FIGHT,SCRATCH,3,8.0
1986,FIGHT,SHIVER,1,47.0
1987,FIGHT,SLAVE,1,125.0
1988,FIGHT,SNAKE,1,28.0
1989,FIGHT,SPLIT,1,120.0
1990,FIGHT,STRAIN,1,161.0
1991,FIGHT,SWEEP,1,20.0
1992,FIGHT,SWELL,3,167.0
1993,FIGHT,SWIM,1,5.0
1994,FIGHT,TOUCH,1,8.0
1995,FIGHT,TRY,2,32.0
1996,FIGHT,TURN,1,28.0
1997,FIGHT,TURN (SOMETHING),1,28.0
1998,FIGHT,VILLAGE,1,56.0
1999,FIGHT,WALK,1,55.0
2000,FIGHT,WAR,1,53.0
2001,FIGHT,WASH,1,75.0
2002,FIGHT,WOMAN,2,3.0
2003,FIGHT,WORM,1,8.0
2004,FIGHT,YEAR,1,8.0
2005,FIND,GUESS,2,20.0
2006,FIND,HARVEST,1,50.0
2007,FIND,HEAD,1,91.0
2008,FIND,HOLD,1,5.0
2009,FIND,LOOK,4,47.0
2010,FIND,MEASURE,1,72.0
2011,FIND,PAINTING,1,14.0
2012,FIND,RESCUE,1,95.0
2013,FIND,ROAD,1,66.0
2014,FIND,TRY,1,43.0
2015,FIND,WOMAN,1,14.0
2016,FIND,YEAR,1,3.0
2017,FINISH,FRUIT,1,81.0
2018,FINISH,HIDE (CONCEAL),1,44.0
2019,FINISH,MONEY,1,53.0
2020,FINISH,RESCUE,2,67.0
2021,FINISH,ROAD,1,94.0
2022,FINISH,SCRATCH,1,31.0
2023,FINISH,THREAD,3,33.0
2024,FINISH,VICTORY,2,111.0
2025,FIREWOOD,FLAME,1,70.0
2026,FIREWOOD,FOREST,1,34.0
2027,FIREWOOD,HEART,10,50.0
2028,FIREWOOD,HELL,1,17.0
2029,FIREWOOD,HIDE (CONCEAL),1,75.0
2030,FIREWOOD,HUNGER,1,56.0
2031,FIREWOOD,LEAD (GUIDE),1,69.0
2032,FIREWOOD,LIVER,2,22.0
2033,FIREWOOD,MARKET,1,3.0
2034,FIREWOOD,MONEY,1,84.0
2035,FIREWOOD,MOUNTAIN,1,48.0
2036,FIREWOOD,NUMBER,1,92.0
2037,FIREWOOD,PAPER,1,102.0
2038,FIREWOOD,POST,1,25.0
2039,FIREWOOD,SHAME,1,36.0
2040,FIREWOOD,SHIRT,2,62.0
2041,FIREWOOD,SINK (DESCEND),1,112.0
2042,FIREWOOD,STOVE,1,34.0
